title,authors,description,thumbnail,sku,publisher,price
"Plato, Not Prozac!",Lou Marinoff,"If you're facing a dilemma -- whether it's handling a relationship, living ethically, dealing with a career change, or finding meaning in life -- the world's most important thinkers from centuries past will help guide you toward a solution compatible with your individual beliefs. From Kirkegaard's thoughts on coping with death to the I Ching's guidelines on adapting to change, Plato, Not Prozac! makes philosophy accessible and shows you how to use it to solve your everyday problems. Gone is the need for expensive therapists, medication, and lengthy analysis. Clearly organized by common problems to help you tailor Dr. Lou Marinoff's advice to your own needs, this is an intelligent, effective, and persuasive prescription for self-healing therapy that is giving psychotherapy a run for its money.",http://books.google.com/books/content?id=CZgACbdCRB8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,BBB457429,Nhà xuất bản Thanh niên,1994467
The Crying of Lot 49,Thomas Pynchon,"After learning that she is the executor of her ex-lover's will, Oedipa Maas starts a strange journey through Southern California in the 1960s.",http://books.google.com/books/content?id=vp2Sv9KO1VUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,GDB773659,Nhà xuất bản Lao động,4375112
The Map That Changed the World,Simon Winchester;Soun Vannithone,"An enthralling glimpse into the life of William Smith, a nineteenth-century engineer who became the founding father of modern geology, explores his creation of a lavish map detailing his discovery that rocks are comprised of many different layers amidst the backdrop of his wife's madness and debtors prison. By the author of The Professor and the Madman. Reprint.",http://books.google.com/books/content?id=W523pFmahJQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,LKW323729,Nhà xuất bản Trẻ,432685
The Odyssey of Homer,Homer,The most eloquent translation of Homer's Odyssey into modern English.,http://books.google.com/books/content?id=kNbrSH8Lbz8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,YVQ472296,Nhà xuất bản Kim Đồng,3656607
Collected Novellas,Gabriel Garcia Marquez,"Renowned as a master of magical realism, Gabriel Garcia Marquez has long delighted readers around the world with his exquisitely crafted prose. Brimming with unforgettable characters and set in exotic locales, his fiction transports readers to a world that is at once fanciful, haunting, and real. Leaf Storm, Gabriel Garcia Marquez's first novella, introduces the mythical village of Macondo, a desolate town beset by torrents of rain, where a man must fulfill a promise made years earlier. No One Writes to the Colonel is a novella of life in a decaying tropical town in Colombia with an unforgettable central character. Chronicle of a Death Foretold is a dark and profound story of three people joined together in a fatal act of violence.",http://books.google.com/books/content?id=JRcVuuSBh5cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,AHG685960,Nhà xuất bản Lao động,847828
Collected Stories,Gabriel Garcia Marquez,"Collected here are twenty-six of Gabriel Garcia Marquez's most brilliant and enchanting short stories, presented in the chronological order of their publication in Spanish from three volumes: Eyes of a Blue Dog,Big Mama's Funeral, and The Incredible and Sad Tale of lnnocent Eréndira and Her Heartless Grandmother. Combining mysticism, history, and humor, the stories in this collection span more than two decades, illuminating the development of Marquez's prose and exhibiting the themes of family, poverty, and death that resound throughout his fiction.",http://books.google.com/books/content?id=DksnCgBzb3oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,BHP362927,Nhà xuất bản Thanh niên,2100790
A Mulligan for Bobby Jobe,Robert Cullen,"Bobby Jobe is a pro golfer whose swing is better than his attitude. When he bogies the last four holes and blows his lead in a major tournament -- again -- he berates his caddy, Henry ""Greyhound"" Mote. Jobe loses both Greyhound, who walks off the course, and the game. And before the day is out, he'll lose his eyesight to a lightning strike and his future in golf -- unless he can do what no one has ever done blind: make a comeback. Bob Cullen's funny and wise story, full of PGA lore, perfectly captures the mysterious and irresistible nature of the game of golf, not to mention, love, friendship, and life.",http://books.google.com/books/content?id=6XAkcx5J6w4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,WQA889869,Nhà xuất bản Thanh niên,1897212
In the Footsteps of Mr. Kurtz,Michela Wrong,"Known as ""the Leopard,"" the president of Zaire for thirty-two years, Mobutu Sese Seko, showed all the cunning of his namesake -- seducing Western powers, buying up the opposition, and dominating his people with a devastating combination of brutality and charm. While the population was pauperized, he plundered the country's copper and diamond resources, downing pink champagne in his jungle palace like some modern-day reincarnation of Joseph Conrad's crazed station manager. Michela Wrong, a correspondent who witnessed Mobutu's last days, traces the rise and fall of the idealistic young journalist who became the stereotype of an African despot. Engrossing, highly readable, and as funny as it is tragic, In the Footsteps of Mr. Kurtz assesses the acts of the villains and the heroes in this fascinating story of the Democratic Republic of Congo.",http://books.google.com/books/content?id=etTVmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,WMO110690,Nhà xuất bản Giáo dục Việt Nam,3568609
Every Tongue Got to Confess,Zora Neale Hurston,"Every Tongue Got to Confess is an extensive volume of African American folklore that Zora Neale Hurston collected on her travels through the Gulf States in the late 1920s. The bittersweet and often hilarious tales -- which range from longer narratives about God, the Devil, white folk, and mistaken identity to witty one-liners -- reveal attitudes about faith, love, family, slavery, race, and community. Together, this collection of nearly 500 folktales weaves a vibrant tapestry that celebrates African American life in the rural South and represents a major part of Zora Neale Hurston's literary legacy.",http://books.google.com/books/content?id=85HAlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,MHD427468,Nhà xuất bản Alpha Books,957534
Kitchen Confidential,Anthony Bourdain,A New York City chef and author of Gone Bamboo recounts his,http://books.google.com/books/content?id=ehIM1VKYSWYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,OZJ660074,Nhà xuất bản Chính trị quốc gia Sự thật,1616436
One Matchless Time,Jay Parini,"William Faulkner was a literary genius, and one of America's most important and influential writers. Drawing on previously unavailable sources -- including letters, memoirs, and interviews with Faulkner's daughter and lovers -- Jay Parini has crafted a biography that delves into the mystery of this gifted and troubled writer. His Faulkner is an extremely talented, obsessive artist plagued by alcoholism and a bad marriage who somehow transcends his limitations. Parini weaves the tragedies and triumphs of Faulkner's life in with his novels, serving up a biography that's as engaging as it is insightful.",http://books.google.com/books/content?id=oXpAlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,TGE406815,Nhà xuất bản Trẻ,1880440
The Girl in the Glass,Jeffrey Ford,"The Great Depression has bound a nation in despair -- and only a privileged few have risen above it: the exorbitantly wealthy ... and the hucksters who feed upon them. Diego, a seventeen-year-old illegal Mexican immigrant, owes his salvation to master grifter Thomas Schell. Together with Schell's gruff and powerful partner, they sail comfortably through hard times, scamming New York's grieving rich with elaborate, ingeniously staged séances -- until an impossible occurrence changes everything. While ""communing with spirits,"" Schell sees an image of a young girl in a pane of glass, silently entreating the con man for help. Though well aware that his otherworldly ""powers"" are a sham, Schell inexplicably offers his services to help find the lost child -- drawing Diego along with him into a tangled maze of deadly secrets and terrible experimentation. At once a hypnotically compelling mystery and a stunningly evocative portrait of Depression-era New York, The Girl in the Glass is a masterly literary adventure from a writer of exemplary vision and skill.",http://books.google.com/books/content?id=mgYTlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,PVB707126,Nhà xuất bản Lao động,132463
The Best American Science Writing 2002,Matt Ridley;Alan Lightman,"If, as Matt Ridley suggests, science is simply the search for new forms of ignorance, then perhaps it follows that with science's advances come new questions. Will human genetic engineering become commonplace? Will human cloning ever be safe? Are there many universes? How much will the climate change during the coming century? The Best American Science Writing 2002 gathers top writers and scientists covering the latest developments in the fastest-changing, farthest-reaching scientific fields, such as medicine, genetics, computer technology, evolutionary psychology, cutting-edge physics, and the environment. Among this year's selections: In ""The Made-to-Order Savior,"" Lisa Belkin spotlights two desperate families seeking an unprecedented cure by a medically and ethically unprecedented means -- creating a genetically matched child. Margaret Talbot's ""A Desire to Duplicate"" reveals that the first human clone may very likely come from an entirely unexpected source, and sooner than we think. Michael Specter reports on the shock waves rippling through the field of neuroscience following the revolutionary discovery that adult brain cells might in fact regenerate (""Rethinking the Brain""). Christopher Dickey's ""I Love My Glow Bunny"" recounts with sly humor a peculiar episode in which genetic engineering and artistic culture collide. Natalie Angier draws an insightful contrast between suicide terrorists and rescue workers who risk their lives, and finds that sympathy and altruism have a definite place in the evolution of human nature, David Berlinski's ""What Brings a World into Being?"" ponders the idea of biology and physics as essentially digital technologies, exploring the mysteries encoded in the universe's smallest units, be they cells or quanta. Nicholas Wade shows how one of the most controversial books of the year, The Skeptical Environmentalist, by former Greenpeace member and self-described leftist Bjorn Lomborg, debunks some of the most cherished tenets of the environmental movement, suggesting that things are perhaps not as bad as we've been led to believe. And as a counterpoint, Darcy Frey's profile of George Divoky reveals a dedicated researcher whose love of birds and mystery leads to some sobering discoveries about global warming and forcefully reminds us of the unsung heroes of science: those who put in long hours, fill in small details, and take great trouble. In the end, the unanswered questions are what sustain scientific inquiry, open new frontiers of knowledge, and lead to new technologies and medical treatments. The Best American Science Writing 2002 is a series of exciting reports from science's front lines, where what we don't know is every bit as important as what we know.",http://books.google.com/books/content?id=p8yA_CtoUx0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,AOA216673,Nhà xuất bản Tổng hợp TP.HCM,1983413
